-1.871945710433523757e+00,8.544365450515070681e-02,-4.308343421411354734e-01,6.669416616081156636e-03,1.488364725470318506e+00,-8.439329964522511718e-01,2.000000000000000000e+01
6.550169585457901178e-01,-5.344476681638384019e-02,-4.308343421411354734e-01,-5.849984286750039564e-01,-8.066190030190024673e-01,3.965007283322716930e-02,2.608333000000000013e+01
7.173061559286967315e-01,5.606795469454269043e-02,-4.281168526468170921e-01,4.415738035927740945e-02,1.488364725470318506e+00,9.708882430032260702e-01,2.563380000000000081e+01
8.512189469963054034e-01,-6.862588053370735075e+00,-4.301096782759838977e-01,-4.249933244028201162e-01,-8.066190030190024673e-01,9.696306406778064657e-01,2.248623999999999867e+01
4.847742509282218504e-01,1.507874501873955886e-01,5.142179209996573519e-01,-5.295670347962030400e-01,-8.066190030190024673e-01,1.149815620664534466e+00,2.543433999999999884e+01
-1.184414594375900132e+00,-4.677099630544885756e+00,-4.307135648302768960e-01,-5.862515144255689981e-01,-8.066190030190024673e-01,-9.331246507373359700e-01,2.353846000000000060e+01
-8.561739466951684419e-01,3.521463578978031861e-01,-4.308343421411354734e-01,-5.312864341712191241e-01,-8.066190030190024673e-01,-7.844718935955279360e-01,7.672900000000000276e+00
-1.365913631208542922e+00,2.099441687613869956e-01,2.789893947421403286e+00,5.420090820335854431e+00,1.488364725470318506e+00,1.329117603273840542e+00,2.217605999999999966e+01
5.713705701188512842e-01,7.887176248896740974e-03,-3.175150302280585479e-01,-3.190423928663251307e-01,-6.989707897210958309e-01,7.432205993302614111e-01,2.323076999999999970e+01
-7.101105616870280468e-02,5.822115672828409583e-01,-4.305625931917036464e-01,-5.856569962620291614e-01,-8.066190030190024673e-01,-9.628552021656975324e-01,2.546875000000000000e+01
8.527309994197873610e-01,-1.031158676136881419e-01,-4.308343421411354734e-01,-5.540044132551827927e-01,-8.066190030190024673e-01,5.880895550322134957e-01,2.173809999999999931e+01
8.435735220425424341e-01,1.478110648257470461e-01,-4.308343421411354734e-01,-4.837876036679267244e-01,-7.033238766952319976e-01,-9.628552021656975324e-01,2.076667000000000129e+01
6.586635762546028117e-01,-2.133646154607518941e+00,-4.302002612591278585e-01,-4.466643305777606709e-01,-8.066190030190024673e-01,1.007543039859253087e+00,2.551376000000000133e+01
-4.826415048920116302e-01,2.211137172650795568e-01,-4.308343421411354734e-01,-5.444209257855832096e-01,-8.066190030190024673e-01,-9.628552021656975324e-01,1.650000000000000000e+01
8.527309994197873610e-01,2.594420800413397427e-02,-4.308343421411354734e-01,-5.249399263524021642e-01,-8.066190030190024673e-01,9.399000892494447923e-01,2.485000000000000142e+01
6.953918351036281198e-01,7.652484862045000336e-02,-4.308343421411354734e-01,-5.664342423075751087e-01,-8.066190030190024673e-01,5.804309649842676055e-01,2.470455000000000112e+01
-1.827218408556706419e-02,3.705996102261057551e-02,-4.289320994951126287e-01,-5.808911404903728259e-01,-8.066190030190024673e-01,-9.628552021656975324e-01,2.701052999999999926e+01
-1.801299236672480042e-01,2.855068917779642890e-01,-4.308343421411354734e-01,-1.872893333976578256e-01,-6.901285818048820131e-01,-9.530916890766235605e-01,1.541791000000000089e+01
8.527309994197873610e-01,1.745473570904800820e-01,-4.193303032818542775e-01,-3.331453149345511844e-01,-5.561351233822560136e-01,1.441522872114190168e+00,1.705673999999999779e+01
-1.016904789648737983e+00,2.822044964053244676e-01,5.564295911447363352e-01,-5.224874596587119058e-01,-8.066190030190024673e-01,2.010199940670462482e+00,1.774647999999999826e+01
7.775778182465505894e-01,1.138949706910453719e-01,-2.574724152140719230e-02,-5.632387071785486254e-01,-8.066190030190024673e-01,1.026017604516837212e+00,2.512643999999999878e+01
2.333290535681783739e-01,2.347051061424354212e-01,-4.181527245009830085e-01,3.193091192567509840e-01,1.488364725470318506e+00,-9.540846894943307843e-01,1.771222999999999814e+01
1.873460668771707305e-01,2.811536316298897109e-01,1.339519480424153031e+00,2.075552676756355075e-01,4.126081069869420581e-01,3.011302726456672740e-01,2.296323999999999899e+01
-9.073202187947618236e-02,1.589330151863442009e-01,-4.302908442422718194e-01,-5.814192972153469086e-01,-8.066190030190024673e-01,-8.766366030234489237e-01,2.621428999999999832e+01
-8.432253495061400317e-01,2.124228074561344826e-01,-4.308343421411354734e-01,6.669416616081156636e-03,1.488364725470318506e+00,-8.379036406225793820e-01,2.032867000000000246e+01
8.260915147713367990e-01,1.434389996842257153e-01,-4.210513799615893116e-01,-5.661039544389419031e-01,-8.066190030190024673e-01,1.076241425044768052e+00,2.392928999999999817e+01
1.188394330029399898e-01,1.629459326387243390e-01,-4.308343421411354734e-01,-2.311784583538694510e-02,-4.845359115889137924e-01,-5.901619286251851282e-01,2.332857000000000269e+01
-1.637399017556264491e+00,2.621429545727060884e-01,-4.308343421411354734e-01,6.669416616081156636e-03,1.488364725470318506e+00,-8.736635478806127342e-01,1.783035999999999888e+01
-1.016972919917819906e+00,-2.449093777730584787e+00,-4.308343421411354734e-01,-5.830824287490626867e-01,-8.066190030190024673e-01,-9.602329675297159861e-01,2.686029000000000266e+01
-3.671024584078595998e-01,9.435910875648705343e-01,-4.308343421411354734e-01,6.669416616081156636e-03,1.488364725470318506e+00,-8.874198740265155649e-01,1.500746000000000002e+01
6.709940560830141010e-01,1.669005946491923130e-03,-4.308343421411354734e-01,-2.719346231994944629e-01,2.444701226109363135e-01,-9.628552021656975324e-01,2.487912000000000035e+01
-6.807368554978019404e-01,-1.192434601883829992e-01,-4.298379293265520706e-01,7.088381598528644689e-01,1.488364725470318506e+00,-6.530301526755984964e-01,2.908270999999999873e+01
-4.618189166852056937e-01,-2.456175704188448883e+00,1.160151270988689226e-01,-5.835945334836211140e-01,-8.066190030190024673e-01,-9.331246507373359700e-01,2.788805999999999941e+01
3.675231567145739175e-01,1.806683245308348881e-02,-4.282980186131050138e-01,-5.826626857140888571e-01,-8.066190030190024673e-01,-9.628552021656975324e-01,2.546479000000000070e+01
8.527309994197873610e-01,8.150670241135415939e-02,-4.264863589502260743e-01,-7.305430650131058967e-02,-5.319664217446047338e-01,-9.033940993089742966e-01,2.288488999999999862e+01
6.426293372013749394e-01,1.072078409509084951e+00,-4.282980186131050138e-01,-5.838497271024418733e-01,-8.066190030190024673e-01,9.468094694013959867e-01,2.535914999999999964e+01
-9.460800783127811808e-01,2.099144385565672455e-01,-4.308343421411354734e-01,-5.769373965301118901e-01,-8.066190030190024673e-01,-8.200207139384200206e-01,2.611956999999999951e+01
5.010909009355439814e-01,8.267863897359814529e-02,-3.143446258180204178e-01,-4.877596719991394436e-01,-8.066190030190024673e-01,1.070714515534236133e+00,2.769999999999999929e+01
1.713090806356741547e-01,2.158474246378348504e-01,-4.307437591579915681e-01,-5.171610393164112196e-01,-8.066190030190024673e-01,-9.628552021656975324e-01,1.810869999999999891e+01
-2.508095834625808651e-01,6.742819392455691452e-02,-4.308343421411354734e-01,-5.813004992747567989e-01,-8.066190030190024673e-01,-9.628552021656975324e-01,2.766980999999999824e+01
7.520009460207063290e-01,-3.865377716138624464e+00,-4.086415112708686181e-01,-5.740088396910589807e-01,-8.066190030190024673e-01,1.026338694472263224e+00,2.088888999999999996e+01
